token_id,text_id,text_name,column,sequence_id,position_in_column,segment_id,position_in_segment,sign_token,ms_number,is_boundary_MS20,is_eroded
280,LM,La Mojarra Stela 1,O,LM_O,16,LM_O_seg001,16,MS40,40.0,0,0
281,LM,La Mojarra Stela 1,O,LM_O,17,LM_O_seg001,17,MS20,20.0,1,0
282,LM,La Mojarra Stela 1,O,LM_O,18,LM_O_seg002,1,MS23,23.0,0,0
283,LM,La Mojarra Stela 1,O,LM_O,19,LM_O_seg002,2,MS101,101.0,0,0
284,LM,La Mojarra Stela 1,O,LM_O,20,LM_O_seg002,3,MS97,97.0,0,0
285,LM,La Mojarra Stela 1,OO,LM_OO,1,LM_OO_seg001,1,MS13,13.0,0,0
286,LM,La Mojarra Stela 1,P,LM_P,1,LM_P_seg001,1,MS129,129.0,0,0
287,LM,La Mojarra Stela 1,P,LM_P,2,LM_P_seg001,2,MS54,54.0,0,0
288,LM,La Mojarra Stela 1,P,LM_P,3,LM_P_seg001,3,MS44,44.0,0,0
289,LM,La Mojarra Stela 1,P,LM_P,4,LM_P_seg001,4,MS50,50.0,0,0
290,LM,La Mojarra Stela 1,P,LM_P,5,LM_P_seg001,5,MS101,101.0,0,0
291,LM,La Mojarra Stela 1,P,LM_P,6,LM_P_seg001,6,MS171,171.0,0,0
292,LM,La Mojarra Stela 1,P,LM_P,7,LM_P_seg001,7,MS96,96.0,0,0
293,LM,La Mojarra Stela 1,P,LM_P,8,LM_P_seg001,8,MS69,69.0,0,0
294,LM,La Mojarra Stela 1,P,LM_P,9,LM_P_seg001,9,MS129,129.0,0,0
295,LM,La Mojarra Stela 1,P,LM_P,10,LM_P_seg001,10,MS75,75.0,0,0
296,LM,La Mojarra Stela 1,P,LM_P,11,LM_P_seg001,11,MS100,100.0,0,0
297,LM,La Mojarra Stela 1,P,LM_P,12,LM_P_seg001,12,MS96,96.0,0,0
298,LM,La Mojarra Stela 1,P,LM_P,13,LM_P_seg001,13,MS94,94.0,0,0
299,LM,La Mojarra Stela 1,P,LM_P,14,LM_P_seg001,14,MS10,10.0,0,0
300,LM,La Mojarra Stela 1,P,LM_P,15,LM_P_seg001,15,MS136,136.0,0,0
301,LM,La Mojarra Stela 1,P,LM_P,16,LM_P_seg001,16,MS45,45.0,0,0
302,LM,La Mojarra Stela 1,P,LM_P,17,LM_P_seg001,17,MS23,23.0,0,0
303,LM,La Mojarra Stela 1,P,LM_P,18,LM_P_seg001,18,MS124,124.0,0,0
304,LM,La Mojarra Stela 1,P,LM_P,19,LM_P_seg001,19,MS20,20.0,1,0
305,LM,La Mojarra Stela 1,P,LM_P,20,LM_P_seg002,1,MS171,171.0,0,0
306,LM,La Mojarra Stela 1,P,LM_P,21,LM_P_seg002,2,MS101,101.0,0,0
307,LM,La Mojarra Stela 1,P,LM_P,22,LM_P_seg002,3,MS38,38.0,0,0
308,LM,La Mojarra Stela 1,P,LM_P,23,LM_P_seg002,4,ERODED_0.23,,0,1
309,LM,La Mojarra Stela 1,P,LM_P,24,LM_P_seg002,5,ERODED_0.24,,0,1
310,LM,La Mojarra Stela 1,P,LM_P,25,LM_P_seg002,6,MS132,132.0,0,0
311,LM,La Mojarra Stela 1,P,LM_P,26,LM_P_seg002,7,MS107,107.0,0,0
312,LM,La Mojarra Stela 1,P,LM_P,27,LM_P_seg002,8,MS120,120.0,0,0
313,LM,La Mojarra Stela 1,P,LM_P,28,LM_P_seg002,9,MS46,46.0,0,0
314,LM,La Mojarra Stela 1,P,LM_P,29,LM_P_seg002,10,MS124,124.0,0,0
315,LM,La Mojarra Stela 1,P,LM_P,30,LM_P_seg002,11,MS76,76.0,0,0
316,LM,La Mojarra Stela 1,P,LM_P,31,LM_P_seg002,12,MS78,78.0,0,0
317,LM,La Mojarra Stela 1,P,LM_P,32,LM_P_seg002,13,MS20,20.0,1,0
318,LM,La Mojarra Stela 1,P,LM_P,33,LM_P_seg003,1,MS24,24.0,0,0
319,LM,La Mojarra Stela 1,P,LM_P,34,LM_P_seg003,2,MS28,28.0,0,0
320,LM,La Mojarra Stela 1,P,LM_P,35,LM_P_seg003,3,MS97,97.0,0,0
321,LM,La Mojarra Stela 1,P,LM_P,36,LM_P_seg003,4,MS29,29.0,0,0
322,LM,La Mojarra Stela 1,PO,LM_PO,1,LM_PO_seg001,1,MS38,38.0,0,0
323,LM,La Mojarra Stela 1,PO,LM_PO,2,LM_PO_seg001,2,MS75,75.0,0,0
324,LM,La Mojarra Stela 1,PO,LM_PO,3,LM_PO_seg001,3,MS93,93.0,0,0
325,LM,La Mojarra Stela 1,PO,LM_PO,4,LM_PO_seg001,4,MS143,143.0,0,0
326,LM,La Mojarra Stela 1,PO,LM_PO,5,LM_PO_seg001,5,MS22,22.0,0,0
327,LM,La Mojarra Stela 1,PO,LM_PO,6,LM_PO_seg001,6,MS149,149.0,0,0
328,LM,La Mojarra Stela 1,PO,LM_PO,7,LM_PO_seg001,7,MS20,20.0,1,0
329,LM,La Mojarra Stela 1,Q,LM_Q,1,LM_Q_seg001,1,MS182,182.0,0,0
330,LM,La Mojarra Stela 1,Q,LM_Q,2,LM_Q_seg001,2,MS103,103.0,0,0
331,LM,La Mojarra Stela 1,Q,LM_Q,3,LM_Q_seg001,3,MS63,63.0,0,0
332,LM,La Mojarra Stela 1,Q,LM_Q,4,LM_Q_seg001,4,MS149,149.0,0,0
333,LM,La Mojarra Stela 1,Q,LM_Q,5,LM_Q_seg001,5,MS83,83.0,0,0
334,LM,La Mojarra Stela 1,Q,LM_Q,6,LM_Q_seg001,6,MS56,56.0,0,0
335,LM,La Mojarra Stela 1,Q,LM_Q,7,LM_Q_seg001,7,MS149,149.0,0,0
336,LM,La Mojarra Stela 1,Q,LM_Q,8,LM_Q_seg001,8,MS42,42.0,0,0
337,LM,La Mojarra Stela 1,Q,LM_Q,9,LM_Q_seg001,9,MS142,142.0,0,0
338,LM,La Mojarra Stela 1,Q,LM_Q,10,LM_Q_seg001,10,MS165,165.0,0,0
339,LM,La Mojarra Stela 1,Q,LM_Q,11,LM_Q_seg001,11,MS63,63.0,0,0
340,LM,La Mojarra Stela 1,Q,LM_Q,12,LM_Q_seg001,12,MS107,107.0,0,0
341,LM,La Mojarra Stela 1,Q,LM_Q,13,LM_Q_seg001,13,MS63,63.0,0,0
342,LM,La Mojarra Stela 1,R,LM_R,1,LM_R_seg001,1,MS28,28.0,0,0
343,LM,La Mojarra Stela 1,R,LM_R,2,LM_R_seg001,2,MS43,43.0,0,0
344,LM,La Mojarra Stela 1,R,LM_R,3,LM_R_seg001,3,MS178,178.0,0,0
345,LM,La Mojarra Stela 1,R,LM_R,4,LM_R_seg001,4,MS9,9.0,0,0
346,LM,La Mojarra Stela 1,R,LM_R,5,LM_R_seg001,5,MS63,63.0,0,0
347,LM,La Mojarra Stela 1,R,LM_R,6,LM_R_seg001,6,MS152,152.0,0,0
348,LM,La Mojarra Stela 1,R,LM_R,7,LM_R_seg001,7,MS124,124.0,0,0
349,LM,La Mojarra Stela 1,R,LM_R,8,LM_R_seg001,8,MS38,38.0,0,0
350,LM,La Mojarra Stela 1,R,LM_R,9,LM_R_seg001,9,MS33,33.0,0,0
351,LM,La Mojarra Stela 1,R,LM_R,10,LM_R_seg001,10,MS2,2.0,0,0
352,LM,La Mojarra Stela 1,R,LM_R,11,LM_R_seg001,11,MS20,20.0,1,0
353,LM,La Mojarra Stela 1,R,LM_R,12,LM_R_seg002,1,MS60,60.0,0,0
354,LM,La Mojarra Stela 1,R,LM_R,13,LM_R_seg002,2,MS75,75.0,0,0
355,LM,La Mojarra Stela 1,R,LM_R,14,LM_R_seg002,3,MS36,36.0,0,0
356,LM,La Mojarra Stela 1,R,LM_R,15,LM_R_seg002,4,MS138,138.0,0,0
357,LM,La Mojarra Stela 1,R,LM_R,16,LM_R_seg002,5,MS1,1.0,0,0
358,LM,La Mojarra Stela 1,R,LM_R,17,LM_R_seg002,6,MS167,167.0,0,0
359,LM,La Mojarra Stela 1,R,LM_R,18,LM_R_seg002,7,MS38,38.0,0,0
360,LM,La Mojarra Stela 1,R,LM_R,19,LM_R_seg002,8,MS113,113.0,0,0
361,LM,La Mojarra Stela 1,R,LM_R,20,LM_R_seg002,9,MS138,138.0,0,0
362,LM,La Mojarra Stela 1,R,LM_R,21,LM_R_seg002,10,MS53,53.0,0,0
363,LM,La Mojarra Stela 1,R,LM_R,22,LM_R_seg002,11,MS68,68.0,0,0
364,LM,La Mojarra Stela 1,R,LM_R,23,LM_R_seg002,12,MS101,101.0,0,0
365,LM,La Mojarra Stela 1,R,LM_R,24,LM_R_seg002,13,MS38,38.0,0,0
366,LM,La Mojarra Stela 1,R,LM_R,25,LM_R_seg002,14,MS149,149.0,0,0
367,LM,La Mojarra Stela 1,R,LM_R,26,LM_R_seg002,15,MS50,50.0,0,0
368,LM,La Mojarra Stela 1,R,LM_R,27,LM_R_seg002,16,ERODED_0.25,,0,1
369,LM,La Mojarra Stela 1,R,LM_R,28,LM_R_seg002,17,MS38,38.0,0,0
370,LM,La Mojarra Stela 1,R,LM_R,29,LM_R_seg002,18,MS170,170.0,0,0
371,LM,La Mojarra Stela 1,R,LM_R,30,LM_R_seg002,19,MS38,38.0,0,0
372,LM,La Mojarra Stela 1,R,LM_R,31,LM_R_seg002,20,MS2,2.0,0,0
373,LM,La Mojarra Stela 1,R,LM_R,32,LM_R_seg002,21,MS38,38.0,0,0
374,LM,La Mojarra Stela 1,R,LM_R,33,LM_R_seg002,22,MS101,101.0,0,0
375,LM,La Mojarra Stela 1,R,LM_R,34,LM_R_seg002,23,MS25,25.0,0,0
376,LM,La Mojarra Stela 1,RA,LM_RA,1,LM_RA_seg001,1,MS22,22.0,0,0
377,LM,La Mojarra Stela 1,RA,LM_RA,2,LM_RA_seg001,2,MS71,71.0,0,0
378,LM,La Mojarra Stela 1,RO,LM_RO,1,LM_RO_seg001,1,MS152,152.0,0,0
379,LM,La Mojarra Stela 1,RO,LM_RO,2,LM_RO_seg001,2,MS20,20.0,1,0
380,LM,La Mojarra Stela 1,RO,LM_RO,3,LM_RO_seg002,1,MS20,20.0,1,0
381,LM,La Mojarra Stela 1,RO,LM_RO,4,LM_RO_seg003,1,MS109,109.0,0,0
382,LM,La Mojarra Stela 1,RO,LM_RO,5,LM_RO_seg003,2,MS37,37.0,0,0
383,LM,La Mojarra Stela 1,RO,LM_RO,6,LM_RO_seg003,3,MS31,31.0,0,0
384,LM,La Mojarra Stela 1,RO,LM_RO,7,LM_RO_seg003,4,MS30,30.0,0,0
385,LM,La Mojarra Stela 1,RO,LM_RO,8,LM_RO_seg003,5,MS31,31.0,0,0
386,LM,La Mojarra Stela 1,RO,LM_RO,9,LM_RO_seg003,6,MS20,20.0,1,0
387,LM,La Mojarra Stela 1,RO,LM_RO,10,LM_RO_seg004,1,MS9,9.0,0,0
388,LM,La Mojarra Stela 1,S,LM_S,1,LM_S_seg001,1,MS161,161.0,0,0
389,LM,La Mojarra Stela 1,S,LM_S,2,LM_S_seg001,2,MS45,45.0,0,0
390,LM,La Mojarra Stela 1,S,LM_S,3,LM_S_seg001,3,MS165,165.0,0,0
391,LM,La Mojarra Stela 1,S,LM_S,4,LM_S_seg001,4,MS38,38.0,0,0
392,LM,La Mojarra Stela 1,S,LM_S,5,LM_S_seg001,5,MS22,22.0,0,0
393,LM,La Mojarra Stela 1,S,LM_S,6,LM_S_seg001,6,MS97,97.0,0,0
394,LM,La Mojarra Stela 1,S,LM_S,7,LM_S_seg001,7,MS29,29.0,0,0
395,LM,La Mojarra Stela 1,S,LM_S,8,LM_S_seg001,8,MS164,164.0,0,0
396,LM,La Mojarra Stela 1,S,LM_S,9,LM_S_seg001,9,MS20,20.0,1,0
397,LM,La Mojarra Stela 1,S,LM_S,10,LM_S_seg002,1,MS101,101.0,0,0
398,LM,La Mojarra Stela 1,S,LM_S,11,LM_S_seg002,2,MS22,22.0,0,0
399,LM,La Mojarra Stela 1,S,LM_S,12,LM_S_seg002,3,MS20,20.0,1,0
400,LM,La Mojarra Stela 1,S,LM_S,13,LM_S_seg003,1,MS38,38.0,0,0
401,LM,La Mojarra Stela 1,S,LM_S,14,LM_S_seg003,2,MS22,22.0,0,0
402,LM,La Mojarra Stela 1,S,LM_S,15,LM_S_seg003,3,MS65,65.0,0,0
403,LM,La Mojarra Stela 1,S,LM_S,16,LM_S_seg003,4,MS101,101.0,0,0
404,LM,La Mojarra Stela 1,S,LM_S,17,LM_S_seg003,5,MS64,64.0,0,0
405,LM,La Mojarra Stela 1,S,LM_S,18,LM_S_seg003,6,MS159,159.0,0,0
406,LM,La Mojarra Stela 1,S,LM_S,19,LM_S_seg003,7,MS25,25.0,0,0
407,LM,La Mojarra Stela 1,S,LM_S,20,LM_S_seg003,8,MS44,44.0,0,0
408,LM,La Mojarra Stela 1,S,LM_S,21,LM_S_seg003,9,MS22,22.0,0,0
409,LM,La Mojarra Stela 1,S,LM_S,22,LM_S_seg003,10,MS20,20.0,1,0
410,LM,La Mojarra Stela 1,S,LM_S,23,LM_S_seg004,1,MS24,24.0,0,0
411,LM,La Mojarra Stela 1,S,LM_S,24,LM_S_seg004,2,MS22,22.0,0,0
412,LM,La Mojarra Stela 1,S,LM_S,25,LM_S_seg004,3,MS56,56.0,0,0
413,LM,La Mojarra Stela 1,S,LM_S,26,LM_S_seg004,4,MS149,149.0,0,0
414,LM,La Mojarra Stela 1,S,LM_S,27,LM_S_seg004,5,MS42,42.0,0,0
415,LM,La Mojarra Stela 1,S,LM_S,28,LM_S_seg004,6,MS138,138.0,0,0
416,LM,La Mojarra Stela 1,S,LM_S,29,LM_S_seg004,7,MS101,101.0,0,0
417,LM,La Mojarra Stela 1,S,LM_S,30,LM_S_seg004,8,MS24,24.0,0,0
418,LM,La Mojarra Stela 1,S,LM_S,31,LM_S_seg004,9,MS44,44.0,0,0
419,LM,La Mojarra Stela 1,S,LM_S,32,LM_S_seg004,10,MS50,50.0,0,0
420,LM,La Mojarra Stela 1,S,LM_S,33,LM_S_seg004,11,MS174,174.0,0,0
421,LM,La Mojarra Stela 1,SA,LM_SA,1,LM_SA_seg001,1,MS129,129.0,0,0
422,LM,La Mojarra Stela 1,SA,LM_SA,2,LM_SA_seg001,2,MS75,75.0,0,0
423,LM,La Mojarra Stela 1,SA,LM_SA,3,LM_SA_seg001,3,MS92,92.0,0,0
424,LM,La Mojarra Stela 1,SO,LM_SO,1,LM_SO_seg001,1,MS6,6.0,0,0
425,LM,La Mojarra Stela 1,SO,LM_SO,2,LM_SO_seg001,2,MS22,22.0,0,0
426,LM,La Mojarra Stela 1,SO,LM_SO,3,LM_SO_seg001,3,MS122,122.0,0,0
427,LM,La Mojarra Stela 1,SO,LM_SO,4,LM_SO_seg001,4,MS150,150.0,0,0
428,LM,La Mojarra Stela 1,SO,LM_SO,5,LM_SO_seg001,5,MS170,170.0,0,0
429,LM,La Mojarra Stela 1,SO,LM_SO,6,LM_SO_seg001,6,MS143,143.0,0,0
430,LM,La Mojarra Stela 1,SO,LM_SO,7,LM_SO_seg001,7,MS102,102.0,0,0
431,LM,La Mojarra Stela 1,SO,LM_SO,8,LM_SO_seg001,8,MS48,48.0,0,0
432,LM,La Mojarra Stela 1,SS,LM_SS,1,LM_SS_seg001,1,MS22,22.0,0,0
433,LM,La Mojarra Stela 1,SS,LM_SS,2,LM_SS_seg001,2,ERODED_0.26,,0,1
434,LM,La Mojarra Stela 1,T,LM_T,1,LM_T_seg001,1,MS104,104.0,0,0
435,LM,La Mojarra Stela 1,T,LM_T,2,LM_T_seg001,2,MS65,65.0,0,0
436,LM,La Mojarra Stela 1,T,LM_T,3,LM_T_seg001,3,MS103,103.0,0,0
437,LM,La Mojarra Stela 1,T,LM_T,4,LM_T_seg001,4,MS101,101.0,0,0
438,LM,La Mojarra Stela 1,T,LM_T,5,LM_T_seg001,5,MS38,38.0,0,0
439,LM,La Mojarra Stela 1,T,LM_T,6,LM_T_seg001,6,MS169,169.0,0,0
440,LM,La Mojarra Stela 1,T,LM_T,7,LM_T_seg001,7,MS81,81.0,0,0
441,LM,La Mojarra Stela 1,T,LM_T,8,LM_T_seg001,8,MS80,80.0,0,0
442,LM,La Mojarra Stela 1,T,LM_T,9,LM_T_seg001,9,MS20,20.0,1,0
443,LM,La Mojarra Stela 1,T,LM_T,10,LM_T_seg002,1,MS3,3.0,0,0
444,LM,La Mojarra Stela 1,T,LM_T,11,LM_T_seg002,2,MS89,89.0,0,0
445,LM,La Mojarra Stela 1,T,LM_T,12,LM_T_seg002,3,MS178,178.0,0,0
446,LM,La Mojarra Stela 1,T,LM_T,13,LM_T_seg002,4,MS23,23.0,0,0
447,LM,La Mojarra Stela 1,T,LM_T,14,LM_T_seg002,5,MS28,28.0,0,0
448,LM,La Mojarra Stela 1,T,LM_T,15,LM_T_seg002,6,MS124,124.0,0,0
449,LM,La Mojarra Stela 1,T,LM_T,16,LM_T_seg002,7,MS20,20.0,1,0
450,LM,La Mojarra Stela 1,T,LM_T,17,LM_T_seg003,1,MS56,56.0,0,0
451,LM,La Mojarra Stela 1,T,LM_T,18,LM_T_seg003,2,MS149,149.0,0,0
452,LM,La Mojarra Stela 1,T,LM_T,19,LM_T_seg003,3,MS42,42.0,0,0
453,LM,La Mojarra Stela 1,T,LM_T,20,LM_T_seg003,4,MS44,44.0,0,0
454,LM,La Mojarra Stela 1,T,LM_T,21,LM_T_seg003,5,MS54,54.0,0,0
455,LM,La Mojarra Stela 1,T,LM_T,22,LM_T_seg003,6,MS20,20.0,1,0
456,LM,La Mojarra Stela 1,T,LM_T,23,LM_T_seg004,1,MS68,68.0,0,0
457,LM,La Mojarra Stela 1,T,LM_T,24,LM_T_seg004,2,MS101,101.0,0,0
458,LM,La Mojarra Stela 1,T,LM_T,25,LM_T_seg004,3,MS176,176.0,0,0
459,LM,La Mojarra Stela 1,T,LM_T,26,LM_T_seg004,4,MS20,20.0,1,0
460,LM,La Mojarra Stela 1,T,LM_T,27,LM_T_seg005,1,MS38,38.0,0,0
461,LM,La Mojarra Stela 1,T,LM_T,28,LM_T_seg005,2,MS37,37.0,0,0
462,LM,La Mojarra Stela 1,T,LM_T,29,LM_T_seg005,3,MS44,44.0,0,0
463,LM,La Mojarra Stela 1,T,LM_T,30,LM_T_seg005,4,MS68,68.0,0,0
464,LM,La Mojarra Stela 1,T,LM_T,31,LM_T_seg005,5,MS101,101.0,0,0
465,LM,La Mojarra Stela 1,T,LM_T,32,LM_T_seg005,6,MS38,38.0,0,0
466,LM,La Mojarra Stela 1,T,LM_T,33,LM_T_seg005,7,MS179,179.0,0,0
467,LM,La Mojarra Stela 1,T,LM_T,34,LM_T_seg005,8,MS70,70.0,0,0
468,LM,La Mojarra Stela 1,T,LM_T,35,LM_T_seg005,9,MS102,102.0,0,0
469,LM,La Mojarra Stela 1,T,LM_T,36,LM_T_seg005,10,MS43,43.0,0,0
470,LM,La Mojarra Stela 1,T,LM_T,37,LM_T_seg005,11,MS48,48.0,0,0
471,LM,La Mojarra Stela 1,T,LM_T,38,LM_T_seg005,12,MS165,165.0,0,0
472,LM,La Mojarra Stela 1,T,LM_T,39,LM_T_seg005,13,MS20,20.0,1,0
473,LM,La Mojarra Stela 1,TO,LM_TO,1,LM_TO_seg001,1,MS36,36.0,0,0
474,LM,La Mojarra Stela 1,TO,LM_TO,2,LM_TO_seg001,2,MS138,138.0,0,0
475,LM,La Mojarra Stela 1,TO,LM_TO,3,LM_TO_seg001,3,MS2,2.0,0,0
476,LM,La Mojarra Stela 1,U,LM_U,1,LM_U_seg001,1,ERODED_0.27,,0,1
477,LM,La Mojarra Stela 1,U,LM_U,2,LM_U_seg001,2,MS38,38.0,0,0
478,LM,La Mojarra Stela 1,U,LM_U,3,LM_U_seg001,3,MS54,54.0,0,0
479,LM,La Mojarra Stela 1,U,LM_U,4,LM_U_seg001,4,MS77,77.0,0,0
480,LM,La Mojarra Stela 1,U,LM_U,5,LM_U_seg001,5,MS150,150.0,0,0
481,LM,La Mojarra Stela 1,U,LM_U,6,LM_U_seg001,6,MS170,170.0,0,0
482,LM,La Mojarra Stela 1,U,LM_U,7,LM_U_seg001,7,MS143,143.0,0,0
483,LM,La Mojarra Stela 1,U,LM_U,8,LM_U_seg001,8,MS25,25.0,0,0
484,LM,La Mojarra Stela 1,U,LM_U,9,LM_U_seg001,9,MS149,149.0,0,0
485,LM,La Mojarra Stela 1,U,LM_U,10,LM_U_seg001,10,MS42,42.0,0,0
486,LM,La Mojarra Stela 1,U,LM_U,11,LM_U_seg001,11,MS68,68.0,0,0
487,LM,La Mojarra Stela 1,U,LM_U,12,LM_U_seg001,12,MS63,63.0,0,0
488,LM,La Mojarra Stela 1,U,LM_U,13,LM_U_seg001,13,MS176,176.0,0,0
489,LM,La Mojarra Stela 1,V,LM_V,1,LM_V_seg001,1,MS20,20.0,1,0
490,LM,La Mojarra Stela 1,V,LM_V,2,LM_V_seg002,1,MS38,38.0,0,0
491,LM,La Mojarra Stela 1,V,LM_V,3,LM_V_seg002,2,MS149,149.0,0,0
492,LM,La Mojarra Stela 1,V,LM_V,4,LM_V_seg002,3,MS42,42.0,0,0
493,LM,La Mojarra Stela 1,V,LM_V,5,LM_V_seg002,4,MS153,153.0,0,0
494,LM,La Mojarra Stela 1,V,LM_V,6,LM_V_seg002,5,MS140,140.0,0,0
495,LM,La Mojarra Stela 1,V,LM_V,7,LM_V_seg002,6,MS68,68.0,0,0
496,LM,La Mojarra Stela 1,V,LM_V,8,LM_V_seg002,7,ERODED_0.29,,0,1
497,LM,La Mojarra Stela 1,V,LM_V,9,LM_V_seg002,8,MS61,61.0,0,0
498,LM,La Mojarra Stela 1,V,LM_V,10,LM_V_seg002,9,MS72,72.0,0,0
499,LM,La Mojarra Stela 1,V,LM_V,11,LM_V_seg002,10,MS133,133.0,0,0
500,LM,La Mojarra Stela 1,V,LM_V,12,LM_V_seg002,11,MS123,123.0,0,0
501,LM,La Mojarra Stela 1,V,LM_V,13,LM_V_seg002,12,MS38,38.0,0,0
502,LM,La Mojarra Stela 1,V,LM_V,14,LM_V_seg002,13,MS114,114.0,0,0
503,LM,La Mojarra Stela 1,V,LM_V,15,LM_V_seg002,14,MS164,164.0,0,0
504,LM,La Mojarra Stela 1,V,LM_V,16,LM_V_seg002,15,MS63,63.0,0,0
505,LM,La Mojarra Stela 1,V,LM_V,17,LM_V_seg002,16,MS176,176.0,0,0
506,LM,La Mojarra Stela 1,V,LM_V,18,LM_V_seg002,17,MS123,123.0,0,0
507,LM,La Mojarra Stela 1,VI,LM_VI,1,LM_VI_seg001,1,MS20,20.0,1,0
508,LM,La Mojarra Stela 1,VO,LM_VO,1,LM_VO_seg001,1,MS103,103.0,0,0
509,LM,La Mojarra Stela 1,VO,LM_VO,2,LM_VO_seg001,2,MS101,101.0,0,0
510,LM,La Mojarra Stela 1,VO,LM_VO,3,LM_VO_seg001,3,MS12,12.0,0,0
511,LM,La Mojarra Stela 1,VO,LM_VO,4,LM_VO_seg001,4,MS72,72.0,0,0
512,LM,La Mojarra Stela 1,VO,LM_VO,5,LM_VO_seg001,5,MS103,103.0,0,0
513,LM,La Mojarra Stela 1,VO,LM_VO,6,LM_VO_seg001,6,MS165,165.0,0,0
514,LM,La Mojarra Stela 1,VO,LM_VO,7,LM_VO_seg001,7,MS93,93.0,0,0
515,LM,La Mojarra Stela 1,VO,LM_VO,8,LM_VO_seg001,8,MS100,100.0,0,0
516,LM,La Mojarra Stela 1,VO,LM_VO,9,LM_VO_seg001,9,MS105,105.0,0,0
517,LM,La Mojarra Stela 1,VO,LM_VO,10,LM_VO_seg001,10,MS143,143.0,0,0
518,TS,Tuxtla Statuette,,TS_misc,1,TS_misc_seg001,1,MS126,126.0,0,0
519,TS,Tuxtla Statuette,,TS_misc,2,TS_misc_seg001,2,MS151,151.0,0,0
520,TS,Tuxtla Statuette,,TS_misc,3,TS_misc_seg001,3,MS20,20.0,1,0
521,TS,Tuxtla Statuette,A,TS_A,1,TS_A_seg001,1,MS2,2.0,0,0
522,TS,Tuxtla Statuette,AO,TS_AO,1,TS_AO_seg001,1,MS106,106.0,0,0
523,TS,Tuxtla Statuette,AO,TS_AO,2,TS_AO_seg001,2,MS8,8.0,0,0
524,TS,Tuxtla Statuette,AO,TS_AO,3,TS_AO_seg001,3,MS6,6.0,0,0
525,TS,Tuxtla Statuette,AO,TS_AO,4,TS_AO_seg001,4,MS8,8.0,0,0
526,TS,Tuxtla Statuette,AO,TS_AO,5,TS_AO_seg001,5,MS131,131.0,0,0
527,TS,Tuxtla Statuette,B,TS_B,1,TS_B_seg001,1,MS145,145.0,0,0
528,TS,Tuxtla Statuette,BO,TS_BO,1,TS_BO_seg001,1,MS39,39.0,0,0
529,TS,Tuxtla Statuette,BO,TS_BO,2,TS_BO_seg001,2,MS97,97.0,0,0
530,TS,Tuxtla Statuette,BO,TS_BO,3,TS_BO_seg001,3,MS39,39.0,0,0
531,TS,Tuxtla Statuette,BO,TS_BO,4,TS_BO_seg001,4,MS149,149.0,0,0
532,TS,Tuxtla Statuette,C,TS_C,1,TS_C_seg001,1,MS20,20.0,1,0
533,TS,Tuxtla Statuette,CO,TS_CO,1,TS_CO_seg001,1,MS183,183.0,0,0
534,TS,Tuxtla Statuette,CO,TS_CO,2,TS_CO_seg001,2,MS20,20.0,1,0
535,TS,Tuxtla Statuette,CO,TS_CO,3,TS_CO_seg002,1,MS4,4.0,0,0
536,TS,Tuxtla Statuette,CO,TS_CO,4,TS_CO_seg002,2,MS45,45.0,0,0
537,TS,Tuxtla Statuette,CO,TS_CO,5,TS_CO_seg002,3,MS108,108.0,0,0
538,TS,Tuxtla Statuette,D,TS_D,1,TS_D_seg001,1,MS158,158.0,0,0
539,TS,Tuxtla Statuette,D,TS_D,2,TS_D_seg001,2,MS170,170.0,0,0
540,TS,Tuxtla Statuette,D,TS_D,3,TS_D_seg001,3,MS75,75.0,0,0
541,TS,Tuxtla Statuette,D,TS_D,4,TS_D_seg001,4,MS20,20.0,1,0
542,TS,Tuxtla Statuette,DO,TS_DO,1,TS_DO_seg001,1,MS141,141.0,0,0
543,TS,Tuxtla Statuette,EO,TS_EO,1,TS_EO_seg001,1,MS180,180.0,0,0
544,TS,Tuxtla Statuette,EO,TS_EO,2,TS_EO_seg001,2,MS20,20.0,1,0
545,TS,Tuxtla Statuette,F,TS_F,1,TS_F_seg001,1,MS149,149.0,0,0
546,TS,Tuxtla Statuette,F,TS_F,2,TS_F_seg001,2,MS27,27.0,0,0
547,TS,Tuxtla Statuette,F,TS_F,3,TS_F_seg001,3,MS129,129.0,0,0
548,TS,Tuxtla Statuette,F,TS_F,4,TS_F_seg001,4,ERODED_0.00,,0,1
549,TS,Tuxtla Statuette,FO,TS_FO,1,TS_FO_seg001,1,MS165,165.0,0,0
550,TS,Tuxtla Statuette,FO,TS_FO,2,TS_FO_seg001,2,MS118,118.0,0,0
551,TS,Tuxtla Statuette,FO,TS_FO,3,TS_FO_seg001,3,MS113,113.0,0,0
552,TS,Tuxtla Statuette,FO,TS_FO,4,TS_FO_seg001,4,MS93,93.0,0,0
553,TS,Tuxtla Statuette,FO,TS_FO,5,TS_FO_seg001,5,MS100,100.0,0,0
554,TS,Tuxtla Statuette,FO,TS_FO,6,TS_FO_seg001,6,MS39,39.0,0,0
555,TS,Tuxtla Statuette,G,TS_G,1,TS_G_seg001,1,MS100,100.0,0,0
556,TS,Tuxtla Statuette,G,TS_G,2,TS_G_seg001,2,MS20,20.0,1,0
557,TS,Tuxtla Statuette,G,TS_G,3,TS_G_seg002,1,MS61,61.0,0,0
558,TS,Tuxtla Statuette,G,TS_G,4,TS_G_seg002,2,MS84,84.0,0,0
